exp_rep, bfly, algo, time, preprocess_time, iterations
4, ps, 1945589890377.28, 43.46, 0.00, 16240415
4, ps, 1946481479700.84, 44.07, 0.00, 16473074
4, ps, 1947011915393.46, 44.68, 0.00, 16697899
4, ps, 1947350588006.69, 45.29, 0.00, 16939516
4, ps, 1947396152401.15, 45.90, 0.00, 17182972
4, ps, 1947248967090.01, 46.51, 0.00, 17412285
4, ps, 1947455267700.41, 47.12, 0.00, 17655556
4, ps, 1948159718208.64, 47.73, 0.00, 17860678
4, ps, 1947802111417.90, 48.34, 0.00, 18109968
4, ps, 1947386156975.42, 48.95, 0.00, 18330951
4, ps, 1947309832180.60, 49.56, 0.00, 18537467
4, ps, 1947181890290.95, 50.17, 0.00, 18741623
4, ps, 1947211233645.16, 50.78, 0.00, 18975934
4, ps, 1947445345786.84, 51.39, 0.00, 19168332
4, ps, 1947410154979.49, 52.00, 0.00, 19382973
4, ps, 1947424418013.46, 52.61, 0.00, 19593036
4, ps, 1946919666294.51, 53.22, 0.00, 19801523
4, ps, 1946529553676.38, 53.83, 0.00, 20012698
4, ps, 1945935874455.86, 54.44, 0.00, 20232763
4, ps, 1945750316227.55, 55.05, 0.00, 20444636
4, ps, 1945527181416.37, 55.66, 0.00, 20662810
4, ps, 1945836022585.39, 56.27, 0.00, 20872395
4, ps, 1945239733985.72, 56.88, 0.00, 21091723
4, ps, 1945673829438.87, 57.49, 0.00, 21333629
4, ps, 1945395217539.47, 58.10, 0.00, 21578686
4, ps, 1945613869545.95, 58.71, 0.00, 21790864
4, ps, 1945974002086.31, 59.32, 0.00, 22015216
4, ps, 1945943102845.32, 59.93, 0.00, 22237983
5, ps, 1906831565826.26, 0.01, 0.00, 4965
5, ps, 1954506348063.81, 0.62, 0.00, 237681
5, ps, 1958522120475.03, 1.23, 0.00, 462632
5, ps, 1977588474100.85, 1.84, 0.00, 684211
5, ps, 1962563139474.19, 2.45, 0.00, 913053
5, ps, 1950596264777.13, 3.06, 0.00, 1173579
5, ps, 1947836285722.42, 3.67, 0.00, 1410699
5, ps, 1946770413764.74, 4.27, 0.00, 1651810
5, ps, 1945784029360.13, 4.87, 0.00, 1872429
5, ps, 1945512409714.16, 5.47, 0.00, 2119765
5, ps, 1941403321360.18, 6.07, 0.00, 2329844
5, ps, 1939065113590.42, 6.67, 0.00, 2551976
5, ps, 1939638151074.68, 7.27, 0.00, 2766930
5, ps, 1938768071820.95, 7.87, 0.00, 2977706
5, ps, 1937763928070.16, 8.47, 0.00, 3200440
5, ps, 1937992106034.77, 9.07, 0.00, 3399911
5, ps, 1936837297931.83, 9.67, 0.00, 3616736
5, ps, 1938034758020.64, 10.27, 0.00, 3815566
5, ps, 1938468142834.19, 10.87, 0.00, 4044870
5, ps, 1937231453233.31, 11.47, 0.00, 4277534
5, ps, 1938030359200.42, 12.07, 0.00, 4493545
5, ps, 1937681623004.46, 12.67, 0.00, 4699064
5, ps, 1937253154214.42, 13.27, 0.00, 4925240
5, ps, 1939041373071.53, 13.87, 0.00, 5138747
5, ps, 1942306054127.90, 14.47, 0.00, 5369339
5, ps, 1941305303069.40, 15.07, 0.00, 5576823
5, ps, 1941537391436.82, 15.67, 0.00, 5793094
5, ps, 1940967591439.70, 16.27, 0.00, 6029145
5, ps, 1942674918007.33, 16.87, 0.00, 6257603
5, ps, 1941770532979.43, 17.47, 0.00, 6451167
5, ps, 1940730234482.41, 18.07, 0.00, 6683516
5, ps, 1940604680513.29, 18.67, 0.00, 6890457
5, ps, 1941719707706.75, 19.27, 0.00, 7124472
5, ps, 1941055948812.11, 19.87, 0.00, 7354874
5, ps, 1941020766864.03, 20.47, 0.00, 7608806
5, ps, 1941048744285.74, 21.07, 0.00, 7837716
5, ps, 1942204104432.17, 21.67, 0.00, 8052631
5, ps, 1941051498260.05, 22.27, 0.00, 8301397
5, ps, 1941746064268.40, 22.87, 0.00, 8527365
5, ps, 1941098693265.26, 23.47, 0.00, 8753514
5, ps, 1940452982548.62, 24.07, 0.00, 9018838
5, ps, 1941348384023.50, 24.67, 0.00, 9257129
5, ps, 1941735741116.55, 25.27, 0.00, 9507824
5, ps, 1942524554909.76, 25.87, 0.00, 9747707
5, ps, 1942156433307.90, 26.47, 0.00, 10017552
5, ps, 1942221898852.39, 27.07, 0.00, 10233577
5, ps, 1942412759460.90, 27.67, 0.00, 10476274
5, ps, 1942948437519.22, 28.27, 0.00, 10721340
5, ps, 1942406455298.29, 28.87, 0.00, 10965764
5, ps, 1943055870701.94, 29.47, 0.00, 11182909
5, ps, 1943535322611.75, 30.07, 0.00, 11421830
5, ps, 1943006229821.70, 30.67, 0.00, 11676597
5, ps, 1943216627454.77, 31.27, 0.00, 11916277
5, ps, 1942677455541.45, 31.87, 0.00, 12136893
5, ps, 1942394259666.58, 32.48, 0.00, 12371733
5, ps, 1942441041316.89, 33.09, 0.00, 12585724
5, ps, 1941618842009.65, 33.70, 0.00, 12816626
5, ps, 1942236683042.94, 34.31, 0.00, 13045029
5, ps, 1941290317349.93, 34.92, 0.00, 13273563
5, ps, 1941226913957.31, 35.53, 0.00, 13508371
5, ps, 1942003377488.04, 36.14, 0.00, 13751599
5, ps, 1940958980453.68, 36.75, 0.00, 14006819
5, ps, 1940945774021.02, 37.36, 0.00, 14206458
5, ps, 1941378897735.66, 37.97, 0.00, 14431438
5, ps, 1940632781537.65, 38.58, 0.00, 14643991
5, ps, 1941781761429.83, 39.19, 0.00, 14866974
5, ps, 1941284905148.62, 39.80, 0.00, 15066464
5, ps, 1942449529644.71, 40.41, 0.00, 15271331
5, ps, 1943036878378.38, 41.02, 0.00, 15471193
5, ps, 1942651646099.81, 41.63, 0.00, 15687696
5, ps, 1942795487211.26, 42.24, 0.00, 15900729
5, ps, 1943393248086.07, 42.85, 0.00, 16127737
5, ps, 1943258248892.95, 43.46, 0.00, 16347596
5, ps, 1942911883211.84, 44.07, 0.00, 16575988
5, ps, 1943211781683.51, 44.68, 0.00, 16811385
5, ps, 1943391254898.12, 45.29, 0.00, 17021913
5, ps, 1943418078901.47, 45.90, 0.00, 17235970
5, ps, 1943998262574.82, 46.51, 0.00, 17460771
5, ps, 1944137629887.17, 47.12, 0.00, 17686847
