exp_rep, bfly, algo, time, preprocess_time, iterations
5, pcs, 40634487706953.96, 8.47, 0.00, 1294196
5, pcs, 40624838684593.70, 9.07, 0.00, 1404597
5, pcs, 40612185467219.91, 9.67, 0.00, 1508432
5, pcs, 40628752495915.20, 10.27, 0.00, 1613591
5, pcs, 40634017519023.40, 10.87, 0.00, 1723999
5, pcs, 40670590629327.05, 11.47, 0.00, 1825003
5, pcs, 40688501796776.46, 12.07, 0.00, 1940878
5, pcs, 40697712677235.31, 12.67, 0.00, 2054148
5, pcs, 40714232471702.85, 13.27, 0.00, 2151332
5, pcs, 40759672321733.32, 13.87, 0.00, 2257765
5, pcs, 40767715990983.26, 14.47, 0.00, 2368501
5, pcs, 40764342662818.04, 15.07, 0.00, 2485822
5, pcs, 40728225298990.89, 15.67, 0.00, 2598075
5, pcs, 40719054172669.18, 16.27, 0.00, 2709056
5, pcs, 40724546345956.62, 16.87, 0.00, 2841054
5, pcs, 40753064830838.54, 17.47, 0.00, 2960480
5, pcs, 40749871847381.96, 18.07, 0.00, 3070624
5, pcs, 40738882627588.89, 18.67, 0.00, 3203437
5, pcs, 40739567771162.99, 19.27, 0.00, 3319173
5, pcs, 40717151582914.07, 19.87, 0.00, 3430473
5, pcs, 40714727035525.04, 20.47, 0.00, 3537645
5, pcs, 40708326108541.69, 21.07, 0.00, 3643837
5, pcs, 40701543760098.71, 21.67, 0.00, 3759482
5, pcs, 40704301989908.48, 22.27, 0.00, 3886466
5, pcs, 40705127067770.24, 22.87, 0.00, 3996987
5, pcs, 40703098188100.59, 23.47, 0.00, 4103207
5, pcs, 40696945627175.69, 24.07, 0.00, 4217177
5, pcs, 40723565459481.95, 24.67, 0.00, 4333050
5, pcs, 40720525435044.00, 25.27, 0.00, 4445827
5, pcs, 40727761334861.61, 25.87, 0.00, 4567826
5, pcs, 40732548359120.93, 26.47, 0.00, 4678088
5, pcs, 40733687469379.12, 27.07, 0.00, 4793754
5, pcs, 40737060757093.98, 27.67, 0.00, 4908695
5, pcs, 40726385069734.82, 28.27, 0.00, 5020387
5, pcs, 40738062750270.49, 28.87, 0.00, 5132525
5, pcs, 40736468859254.39, 29.47, 0.00, 5246952
5, pcs, 40749210006873.75, 30.07, 0.00, 5362187
5, pcs, 40744147324489.85, 30.67, 0.00, 5478220
5, pcs, 40758410515912.53, 31.27, 0.00, 5589755
5, pcs, 40765587734386.39, 31.87, 0.00, 5698621
5, pcs, 40755455195617.83, 32.48, 0.00, 5812268
5, pcs, 40743003556276.95, 33.09, 0.00, 5923428
5, pcs, 40747362662958.67, 33.70, 0.00, 6024882
5, pcs, 40746865504294.96, 34.31, 0.00, 6135110
5, pcs, 40740142465242.84, 34.92, 0.00, 6236900
5, pcs, 40733682800189.74, 35.53, 0.00, 6348929
